N,accepted_blocks,accumulated_work_per_block,active_fraction,active_miner_seconds,actual_hashes_per_accepted_block,aggregate_hashrate_hps,co2_kg,difficulty_mode,domain_M_total,duplicate_header_attempts,energy_per_accepted_block_kwh,energy_per_tx_kwh,final_difficulty,first_block_time_s,hardware,idle_fraction,idle_miner_seconds,initial_difficulty,mean_block_interval_s,mean_difficulty,mean_target_str,median_block_interval_s,n_templates,per_miner_hashrate_hps,protocol,seed,share_exhaust_time_s,sim_seconds,sleep_miner_seconds,t_target,template_exhaustion_rate,template_exhaustions,throughput_tx_per_s,total_attempts,total_energy_j,total_energy_kwh,total_hashes,unique_header_attempts
100,1,8.46e+16,1.0,1020000.0,1.4382000000000003e+18,141000000000000.0,3.8222162500000008,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000198,8.589250000000002,0.004294625000000001,8.46e+16,1169.9578711614056,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,2,1410000000000.0,common_template_duplicate_baseline,9,1200.0,10200.0,0.0,600.0,0.0,0,0.19607843137254902,1438200000000000200,30921300.000000004,8.589250000000002,1.4382000000000003e+18,14382000000000002
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,13,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,1,8.46e+16,1.0,1020000.0,1.4382e+18,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,8.58925,0.004294625,8.46e+16,7791.223724511309,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,2,1410000000000.0,common_template_duplicate_baseline,12,1200.0,10200.0,0.0,600.0,0.0,0,0.19607843137254902,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,14,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,15,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,16,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,17,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,18,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,22,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,19,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,20,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,21,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,1,8.46e+16,1.0,1020000.0,1.4382e+18,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,8.58925,0.004294625,8.46e+16,6516.414979798705,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,2,1410000000000.0,common_template_duplicate_baseline,23,1200.0,10200.0,0.0,600.0,0.0,0,0.19607843137254902,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,24,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,25,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,26,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,27,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,30,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,28,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,29,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,31,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,33,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,32,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,34,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,35,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,36,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,37,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,38,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,39,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,40,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,41,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,42,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,43,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,44,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,45,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,46,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,47,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,1,8.46e+16,1.0,1020000.0,1.4382e+18,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,8.58925,0.004294625,8.46e+16,3621.8235124988073,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,2,1410000000000.0,common_template_duplicate_baseline,48,1200.0,10200.0,0.0,600.0,0.0,0,0.19607843137254902,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,49,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
100,0,8.46e+16,1.0,1020000.0,nan,141000000000000.0,3.82221625,D2_HASHRATE_SCALED_DIFFICULTY,169200000000000000,1423818000000000000,nan,nan,8.46e+16,nan,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,0.0,0.0,8.46e+16,nan,8.46e+16,1368700818407992887940398291139337930539535525082852034084864,nan,1,1410000000000.0,common_template_duplicate_baseline,50,1200.0,10200.0,0.0,600.0,0.0,0,0.0,1438200000000000000,30921300.0,8.58925,1.4382e+18,14382000000000000
