peer_degree,tx_rate_hz,block_size_mb,seed,comm_energy_kwh,pow_compute_energy_kwh,comm_to_compute_ratio,total_messages
8,1,1.0,20260115,15.079455999999999,500841744.5572435,3.010822513073588e-08,692416000
8,1,1.0,20260116,15.061955999999999,510696029.61518633,2.9492996080955058e-08,692376000
8,1,1.0,20260117,14.998955999999998,397762068.7990887,3.7708361798510336e-08,692232000
8,1,1.0,20260118,15.079455999999999,516142291.6703941,2.9215695445529706e-08,692416000
8,1,1.0,20260119,15.100455999999998,507690339.0915799,2.974343775581693e-08,692464000
8,1,1.0,20260120,15.009455999999998,471962436.3809922,3.180222586164378e-08,692256000
8,1,1.0,20260121,15.072455999999999,529009969.7354031,2.849181841986616e-08,692400000
8,1,1.0,20260122,15.026955999999998,465411312.75627613,3.228747473069961e-08,692296000
8,1,1.0,20260123,14.984955999999999,400666616.5415463,3.740006125128762e-08,692200000
8,1,1.0,20260124,15.026955999999998,467774059.2496601,3.212438933468053e-08,692296000
8,1,1.0,20260125,15.103955999999998,489757304.6412692,3.083967478762392e-08,692472000
8,1,1.0,20260126,15.093455999999998,552055622.7773468,2.7340462404976604e-08,692448000
8,1,1.0,20260127,15.061955999999999,446496708.98751503,3.373363273864839e-08,692376000
8,1,1.0,20260128,15.051455999999998,414605142.3820009,3.6303109781817845e-08,692352000
8,1,1.0,20260129,15.016455999999998,450412343.31034666,3.333935275759803e-08,692272000
8,1,1.0,20260130,15.023455999999998,447144774.754443,3.359863929585307e-08,692288000
8,1,2.0,20260101,15.599789333333332,549367770.9649522,2.8395894622527e-08,692432000
8,1,2.0,20260102,15.620289333333332,507498895.64628017,3.077896221516206e-08,692456000
8,1,2.0,20260103,15.463122666666665,449671040.4439793,3.4387632904710225e-08,692272000
8,1,2.0,20260104,15.469955999999998,437064908.2848787,3.539509969058575e-08,692280000
8,1,2.0,20260105,15.627122666666665,482242044.3484006,3.2405143536959405e-08,692464000
8,1,2.0,20260106,15.346955999999999,387241845.9226178,3.963145037550195e-08,692136000
8,1,2.0,20260107,15.517789333333331,464685894.96426266,3.3394147533844876e-08,692336000
8,1,2.0,20260108,15.592956,457942651.8881643,3.405001900501727e-08,692424000
8,1,2.0,20260109,15.586122666666665,494488353.8848481,3.151969615506095e-08,692416000
8,1,2.0,20260110,15.599789333333332,494926902.2306805,3.15193804641123e-08,692432000
8,1,2.0,20260111,15.333289333333331,386414687.8667808,3.968091745679085e-08,692120000
8,1,2.0,20260112,15.442622666666665,435116558.00712657,3.549077225972572e-08,692248000
8,1,2.0,20260113,15.517789333333331,497273025.9042666,3.120577333772527e-08,692336000
8,1,2.0,20260114,15.394789333333332,411978781.7519651,3.736791799778145e-08,692192000
8,1,2.0,20260115,15.586122666666665,500841744.5572435,3.1119855395530545e-08,692416000
8,1,2.0,20260116,15.551955999999999,510696029.61518633,3.045247093798345e-08,692376000
8,1,2.0,20260117,15.428955999999998,397762068.7990887,3.878941007769453e-08,692232000
8,1,2.0,20260118,15.586122666666665,516142291.6703941,3.0197336893718224e-08,692416000
8,1,2.0,20260119,15.627122666666665,507690339.0915799,3.0780815515671574e-08,692464000
8,1,2.0,20260120,15.449455999999998,471962436.3809922,3.2734503445796284e-08,692256000
8,1,2.0,20260121,15.572455999999999,529009969.7354031,2.9436980191108557e-08,692400000
8,1,2.0,20260122,15.483622666666665,465411312.75627613,3.3268685659935897e-08,692296000
8,1,2.0,20260123,15.401622666666665,400666616.5415463,3.8439994825647334e-08,692200000
8,1,2.0,20260124,15.483622666666665,467774059.2496601,3.3100644126147994e-08,692296000
8,1,2.0,20260125,15.633955999999998,489757304.6412692,3.192184343519153e-08,692472000
8,1,2.0,20260126,15.613455999999998,552055622.7773468,2.8282396475648544e-08,692448000
8,1,2.0,20260127,15.551955999999999,446496708.98751503,3.483106523957574e-08,692376000
8,1,2.0,20260128,15.531455999999999,414605142.3820009,3.74608378245582e-08,692352000
8,1,2.0,20260129,15.463122666666665,450412343.31034666,3.43310366519244e-08,692272000
8,1,2.0,20260130,15.47678933333333,447144774.754443,3.461247946335204e-08,692288000
8,10,0.5,20260101,145.75689333333332,549367770.9649522,2.653175177664947e-07,6913232000
8,10,0.5,20260102,145.76239333333334,507498895.64628017,2.872171635914805e-07,6913256000
8,10,0.5,20260103,145.72022666666666,449671040.4439793,3.24059620390032e-07,6913072000
8,10,0.5,20260104,145.72206,437064908.2848787,3.334105695463852e-07,6913080000
8,10,0.5,20260105,145.76422666666667,482242044.3484006,3.0226362129751975e-07,6913264000
8,10,0.5,20260106,145.68906,387241845.9226178,3.7622240864204776e-07,6912936000
8,10,0.5,20260107,145.73489333333333,464685894.96426266,3.136202215574916e-07,6913136000
8,10,0.5,20260108,145.75506,457942651.8881643,3.182823425575902e-07,6913224000
8,10,0.5,20260109,145.75322666666668,494488353.8848481,2.947556307880374e-07,6913216000
8,10,0.5,20260110,145.75689333333332,494926902.2306805,2.945018601259979e-07,6913232000
8,10,0.5,20260111,145.68539333333334,386414687.8667808,3.7701826019501463e-07,6912920000
8,10,0.5,20260112,145.71472666666668,435116558.00712657,3.3488665045075136e-07,6913048000
8,10,0.5,20260113,145.73489333333333,497273025.9042666,2.930681652565441e-07,6913136000
8,10,0.5,20260114,145.70189333333335,411978781.7519651,3.536635860558815e-07,6912992000
8,10,0.5,20260115,145.75322666666668,500841744.5572435,2.910165301726519e-07,6913216000
8,10,0.5,20260116,145.74406,510696029.61518633,2.8538318598211807e-07,6913176000
8,10,0.5,20260117,145.71106,397762068.7990887,3.663271876072207e-07,6913032000
8,10,0.5,20260118,145.75322666666668,516142291.6703941,2.8238962204582134e-07,6913216000
8,10,0.5,20260119,145.76422666666667,507690339.0915799,2.871124688476157e-07,6913264000
8,10,0.5,20260120,145.71656,471962436.3809922,3.0874609665412043e-07,6913056000
8,10,0.5,20260121,145.74956,529009969.7354031,2.755138245747998e-07,6913200000
8,10,0.5,20260122,145.72572666666667,465411312.75627613,3.1311169856109505e-07,6913096000
8,10,0.5,20260123,145.70372666666665,400666616.5415463,3.636532734479969e-07,6913000000
8,10,0.5,20260124,145.72572666666667,467774059.2496601,3.115301581717041e-07,6913096000
8,10,0.5,20260125,145.76606,489757304.6412692,2.9762916983294155e-07,6913272000
8,10,0.5,20260126,145.76056,552055622.7773468,2.6403238004658027e-07,6913248000
8,10,0.5,20260127,145.74406,446496708.98751503,3.2641687400225673e-07,6913176000
8,10,0.5,20260128,145.73856,414605142.3820009,3.51511703792912e-07,6913152000
8,10,0.5,20260129,145.72022666666666,450412343.31034666,3.2352627282743304e-07,6913072000
8,10,0.5,20260130,145.72389333333334,447144774.754443,3.25898683291916e-07,6913088000
8,10,1.0,20260101,146.01356,549367770.9649522,2.657847214872661e-07,6913232000
8,10,1.0,20260102,146.02406,507498895.64628017,2.877327640566469e-07,6913256000
8,10,1.0,20260103,145.94356,449671040.4439793,3.2455627975487083e-07,6913072000
8,10,1.0,20260104,145.94706,437064908.2848787,3.3392536722456744e-07,6913080000
8,10,1.0,20260105,146.02756,482242044.3484006,3.0280968180057923e-07,6913264000
8,10,1.0,20260106,145.88406,387241845.9226178,3.767259699230746e-07,6912936000
8,10,1.0,20260107,145.97156,464685894.96426266,3.1412952616353066e-07,6913136000
8,10,1.0,20260108,146.01006,457942651.8881643,3.188391808406124e-07,6913224000
8,10,1.0,20260109,146.00656,494488353.8848481,2.9526794484223723e-07,6913216000
8,10,1.0,20260110,146.01356,494926902.2306805,2.9502045522662765e-07,6913232000
8,10,1.0,20260111,145.87706,386414687.8667808,3.7751427308656585e-07,6912920000
8,10,1.0,20260112,145.93306,435116558.00712657,3.35388431707556e-07,6913048000
8,10,1.0,20260113,145.97156,497273025.9042666,2.9354409428212576e-07,6913136000
8,10,1.0,20260114,145.90856,411978781.7519651,3.5416523001382465e-07,6912992000
8,10,1.0,20260115,146.00656,500841744.5572435,2.915223453050492e-07,6913216000
8,10,1.0,20260116,145.98906,510696029.61518633,2.8586292341063226e-07,6913176000
8,10,1.0,20260117,145.92606,397762068.7990887,3.668677117468128e-07,6913032000
8,10,1.0,20260118,146.00656,516142291.6703941,2.828804427699156e-07,6913216000
8,10,1.0,20260119,146.02756,507690339.0915799,2.8763115772754297e-07,6913264000
8,10,1.0,20260120,145.93656,471962436.3809922,3.092122354461967e-07,6913056000
8,10,1.0,20260121,145.99956,529009969.7354031,2.7598640546042097e-07,6913200000
8,10,1.0,20260122,145.95406,465411312.75627613,3.136023040257132e-07,6913096000
8,10,1.0,20260123,145.91206,400666616.5415463,3.641732402351768e-07,6913000000
8,10,1.0,20260124,145.95406,467774059.2496601,3.120182855674378e-07,6913096000
8,10,1.0,20260125,146.03106,489757304.6412692,2.9817025415672534e-07,6913272000
8,10,1.0,20260126,146.02056,552055622.7773468,2.645033470819162e-07,6913248000
8,10,1.0,20260127,145.98906,446496708.98751503,3.2696559025272045e-07,6913176000
8,10,1.0,20260128,145.97856,414605142.3820009,3.520905678142821e-07,6913152000
8,10,1.0,20260129,145.94356,450412343.31034666,3.2402211477459623e-07,6913072000
8,10,1.0,20260130,145.95056,447144774.754443,3.2640560337566547e-07,6913088000
8,10,2.0,20260101,146.52689333333333,549367770.9649522,2.667191289288087e-07,6913232000
8,10,2.0,20260102,146.54739333333333,507498895.64628017,2.8876396498697976e-07,6913256000
8,10,2.0,20260103,146.39022666666668,449671040.4439793,3.255495984845486e-07,6913072000
8,10,2.0,20260104,146.39706,437064908.2848787,3.34954962580932e-07,6913080000
8,10,2.0,20260105,146.55422666666666,482242044.3484006,3.0390180280669823e-07,6913264000
8,10,2.0,20260106,146.27406,387241845.9226178,3.777330924851283e-07,6912936000
8,10,2.0,20260107,146.44489333333334,464685894.96426266,3.151481353756087e-07,6913136000
8,10,2.0,20260108,146.52006,457942651.8881643,3.199528574066566e-07,6913224000
8,10,2.0,20260109,146.51322666666667,494488353.8848481,2.962925729506368e-07,6913216000
8,10,2.0,20260110,146.52689333333333,494926902.2306805,2.9605764542788706e-07,6913232000
8,10,2.0,20260111,146.26039333333333,386414687.8667808,3.785062988696683e-07,6912920000
8,10,2.0,20260112,146.36972666666668,435116558.00712657,3.363919942211654e-07,6913048000
8,10,2.0,20260113,146.44489333333334,497273025.9042666,2.944959523332891e-07,6913136000
8,10,2.0,20260114,146.32189333333332,411978781.7519651,3.5516851792971103e-07,6912992000
8,10,2.0,20260115,146.51322666666667,500841744.5572435,2.9253397556984386e-07,6913216000
8,10,2.0,20260116,146.47906,510696029.61518633,2.8682239826766065e-07,6913176000
8,10,2.0,20260117,146.35606,397762068.7990887,3.6794876002599704e-07,6913032000
8,10,2.0,20260118,146.51322666666667,516142291.6703941,2.838620842181041e-07,6913216000
8,10,2.0,20260119,146.55422666666666,507690339.0915799,2.886685354873976e-07,6913264000
8,10,2.0,20260120,146.37656,471962436.3809922,3.1014451303034925e-07,6913056000
8,10,2.0,20260121,146.49956,529009969.7354031,2.769315672316634e-07,6913200000
8,10,2.0,20260122,146.41072666666668,465411312.75627613,3.145835149549495e-07,6913096000
8,10,2.0,20260123,146.32872666666665,400666616.5415463,3.652131738095365e-07,6913000000
8,10,2.0,20260124,146.41072666666668,467774059.2496601,3.129945403589053e-07,6913096000
8,10,2.0,20260125,146.56106,489757304.6412692,2.9925242280429297e-07,6913272000
8,10,2.0,20260126,146.54056,552055622.7773468,2.654452811525882e-07,6913248000
8,10,2.0,20260127,146.47906,446496708.98751503,3.280630227536478e-07,6913176000
8,10,2.0,20260128,146.45856,414605142.3820009,3.532482958570225e-07,6913152000
8,10,2.0,20260129,146.39022666666668,450412343.31034666,3.2501379866892265e-07,6913072000
8,10,2.0,20260130,146.40389333333334,447144774.754443,3.274194435431645e-07,6913088000
8,100,0.5,20260101,1455.0279333333333,549367770.9649522,2.6485498608293115e-06,69121232000
8,100,0.5,20260102,1455.0334333333333,507498895.64628017,2.867067191309657e-06,69121256000
8,100,0.5,20260103,1454.9912666666667,449671040.4439793,3.2356792761884153e-06,69121072000
8,100,0.5,20260104,1454.9931,437064908.2848787,3.3290091984498473e-06,69121080000
8,100,0.5,20260105,1455.0352666666668,482242044.3484006,3.0172302139949083e-06,69121264000
8,100,0.5,20260106,1454.9601,387241845.9226178,3.7572388297383115e-06,69120936000
8,100,0.5,20260107,1455.0059333333334,464685894.96426266,3.1311600999751297e-06,69121136000
8,100,0.5,20260108,1455.0261,457942651.8881643,3.1773107265739836e-06,69121224000
8,100,0.5,20260109,1455.0242666666666,494488353.8848481,2.9424843987437954e-06,69121216000
8,100,0.5,20260110,1455.0279333333333,494926902.2306805,2.939884509763745e-06,69121232000
8,100,0.5,20260111,1454.9564333333333,386414687.8667808,3.765272074323789e-06,69120920000
8,100,0.5,20260112,1454.9857666666667,435116558.00712657,3.3438988700651472e-06,69121048000
8,100,0.5,20260113,1455.0059333333334,497273025.9042666,2.9259699552121826e-06,69121136000
8,100,0.5,20260114,1454.9729333333332,411978781.7519651,3.5316695853751773e-06,69120992000
8,100,0.5,20260115,1455.0242666666666,500841744.5572435,2.905157731915785e-06,69121216000
8,100,0.5,20260116,1455.0151,510696029.61518633,2.8490824592788902e-06,69121176000
8,100,0.5,20260117,1454.9821,397762068.7990887,3.657920687090245e-06,69121032000
8,100,0.5,20260118,1455.0242666666666,516142291.6703941,2.8190370952896798e-06,69121216000
8,100,0.5,20260119,1455.0352666666668,507690339.0915799,2.865989668564876e-06,69121264000
8,100,0.5,20260120,1454.9876,471962436.3809922,3.0828461924996497e-06,69121056000
8,100,0.5,20260121,1455.0206,529009969.7354031,2.750459694980348e-06,69121200000
8,100,0.5,20260122,1454.9967666666666,465411312.75627613,3.126259991511231e-06,69121096000
8,100,0.5,20260123,1454.9747666666667,400666616.5415463,3.631385063286889e-06,69121000000
8,100,0.5,20260124,1454.9967666666666,467774059.2496601,3.1104691204992767e-06,69121096000
8,100,0.5,20260125,1455.0371,489757304.6412692,2.9709349635239556e-06,69121272000
8,100,0.5,20260126,1455.0316,552055622.7773468,2.6356612268159767e-06,69121248000
8,100,0.5,20260127,1455.0151,446496708.98751503,3.2587364491429773e-06,69121176000
8,100,0.5,20260128,1455.0096,414605142.3820009,3.509386284117555e-06,69121152000
8,100,0.5,20260129,1454.9912666666667,450412343.31034666,3.2303538929974152e-06,69121072000
8,100,0.5,20260130,1454.9949333333334,447144774.754443,3.2539683240900404e-06,69121088000
8,100,1.0,20260101,1455.2846,549367770.9649522,2.6490170645500827e-06,69121232000
8,100,1.0,20260102,1455.2951,507498895.64628017,2.8675827917748236e-06,69121256000
8,100,1.0,20260103,1455.2146,449671040.4439793,3.236175935553254e-06,69121072000
8,100,1.0,20260104,1455.2181,437064908.2848787,3.3295239961280297e-06,69121080000
8,100,1.0,20260105,1455.2986,482242044.3484006,3.0177762744979675e-06,69121264000
8,100,1.0,20260106,1455.1551,387241845.9226178,3.7577423910193384e-06,69120936000
8,100,1.0,20260107,1455.2426,464685894.96426266,3.1316694045811688e-06,69121136000
8,100,1.0,20260108,1455.2811,457942651.8881643,3.1778675648570052e-06,69121224000
8,100,1.0,20260109,1455.2776,494488353.8848481,2.9429967127979956e-06,69121216000
8,100,1.0,20260110,1455.2846,494926902.2306805,2.9404031048643748e-06,69121232000
8,100,1.0,20260111,1455.1481,386414687.8667808,3.7657680872153407e-06,69120920000
8,100,1.0,20260112,1455.2041,435116558.00712657,3.3444006513219518e-06,69121048000
8,100,1.0,20260113,1455.2426,497273025.9042666,2.9264458842377643e-06,69121136000
8,100,1.0,20260114,1455.1796,411978781.7519651,3.5321712293331207e-06,69120992000
8,100,1.0,20260115,1455.2776,500841744.5572435,2.905663547048182e-06,69121216000
8,100,1.0,20260116,1455.2601,510696029.61518633,2.849562196707404e-06,69121176000
8,100,1.0,20260117,1455.1971,397762068.7990887,3.6584612112298375e-06,69121032000
8,100,1.0,20260118,1455.2776,516142291.6703941,2.819527916013774e-06,69121216000
8,100,1.0,20260119,1455.2986,507690339.0915799,2.8665083574448034e-06,69121264000
8,100,1.0,20260120,1455.2076,471962436.3809922,3.0833123312917263e-06,69121056000
8,100,1.0,20260121,1455.2706,529009969.7354031,2.7509322758659693e-06,69121200000
8,100,1.0,20260122,1455.2251,465411312.75627613,3.1267505969758495e-06,69121096000
8,100,1.0,20260123,1455.1831,400666616.5415463,3.6319050300740685e-06,69121000000
8,100,1.0,20260124,1455.2251,467774059.2496601,3.1109572478950106e-06,69121096000
8,100,1.0,20260125,1455.3021,489757304.6412692,2.9714760478477397e-06,69121272000
8,100,1.0,20260126,1455.2916,552055622.7773468,2.6361321938513124e-06,69121248000
8,100,1.0,20260127,1455.2601,446496708.98751503,3.259285165393441e-06,69121176000
8,100,1.0,20260128,1455.2496,414605142.3820009,3.5099651481389253e-06,69121152000
8,100,1.0,20260129,1455.2146,450412343.31034666,3.2308497349445784e-06,69121072000
8,100,1.0,20260130,1455.2216,447144774.754443,3.25447524417379e-06,69121088000
8,100,2.0,20260101,1455.7979333333333,549367770.9649522,2.6499514719916256e-06,69121232000
8,100,2.0,20260102,1455.8184333333334,507498895.64628017,2.8686139927051565e-06,69121256000
8,100,2.0,20260103,1455.6612666666667,449671040.4439793,3.237169254282932e-06,69121072000
8,100,2.0,20260104,1455.6681,437064908.2848787,3.3305535914843942e-06,69121080000
8,100,2.0,20260105,1455.8252666666667,482242044.3484006,3.0188683955040865e-06,69121264000
8,100,2.0,20260106,1455.5451,387241845.9226178,3.758749513581392e-06,69120936000
8,100,2.0,20260107,1455.7159333333334,464685894.96426266,3.132688013793247e-06,69121136000
8,100,2.0,20260108,1455.7911,457942651.8881643,3.1789812414230493e-06,69121224000
8,100,2.0,20260109,1455.7842666666666,494488353.8848481,2.944021340906395e-06,69121216000
8,100,2.0,20260110,1455.7979333333333,494926902.2306805,2.9414402950656345e-06,69121232000
8,100,2.0,20260111,1455.5314333333333,386414687.8667808,3.766760112998443e-06,69120920000
8,100,2.0,20260112,1455.6407666666667,435116558.00712657,3.3454042138355613e-06,69121048000
8,100,2.0,20260113,1455.7159333333334,497273025.9042666,2.9273977422889274e-06,69121136000
8,100,2.0,20260114,1455.5929333333333,411978781.7519651,3.533174517249007e-06,69120992000
8,100,2.0,20260115,1455.7842666666666,500841744.5572435,2.906675177312977e-06,69121216000
8,100,2.0,20260116,1455.7501,510696029.61518633,2.8505216715644327e-06,69121176000
8,100,2.0,20260117,1455.6271,397762068.7990887,3.6595422595090214e-06,69121032000
8,100,2.0,20260118,1455.7842666666666,516142291.6703941,2.8205095574619626e-06,69121216000
8,100,2.0,20260119,1455.8252666666667,507690339.0915799,2.867545735204658e-06,69121264000
8,100,2.0,20260120,1455.6476,471962436.3809922,3.0842446088758787e-06,69121056000
8,100,2.0,20260121,1455.7706,529009969.7354031,2.7518774376372115e-06,69121200000
8,100,2.0,20260122,1455.6817666666666,465411312.75627613,3.127731807905085e-06,69121096000
8,100,2.0,20260123,1455.5997666666667,400666616.5415463,3.6329449636484284e-06,69121000000
8,100,2.0,20260124,1455.6817666666666,467774059.2496601,3.1119335026864774e-06,69121096000
8,100,2.0,20260125,1455.8321,489757304.6412692,2.9725582164953074e-06,69121272000
8,100,2.0,20260126,1455.8116,552055622.7773468,2.6370741279219843e-06,69121248000
8,100,2.0,20260127,1455.7501,446496708.98751503,3.260382597894368e-06,69121176000
8,100,2.0,20260128,1455.7296,414605142.3820009,3.5111228761816654e-06,69121152000
8,100,2.0,20260129,1455.6612666666667,450412343.31034666,3.231841418838905e-06,69121072000
8,100,2.0,20260130,1455.6749333333332,447144774.754443,3.2554890843412884e-06,69121088000
16,1,0.5,20260101,29.659578666666665,549367770.9649522,5.3988566920426144e-08,1384864000
16,1,0.5,20260102,29.670578666666664,507498895.64628017,5.8464321639325606e-08,1384912000
16,1,0.5,20260103,29.58624533333333,449671040.4439793,6.579530962038732e-08,1384544000
16,1,0.5,20260104,29.589911999999998,437064908.2848787,6.770141331207792e-08,1384560000
16,1,0.5,20260105,29.67424533333333,482242044.3484006,6.153392405556176e-08,1384928000
16,1,0.5,20260106,29.523911999999996,387241845.9226178,7.624153306484272e-08,1384272000
16,1,0.5,20260107,29.615578666666664,464685894.96426266,6.373246743145559e-08,1384672000
16,1,0.5,20260108,29.655911999999997,457942651.8881643,6.475900831190182e-08,1384848000
16,1,0.5,20260109,29.65224533333333,494488353.8848481,5.996550798492308e-08,1384832000
16,1,0.5,20260110,29.659578666666665,494926902.2306805,5.99271903244464e-08,1384864000
16,1,0.5,20260111,29.516578666666664,386414687.8667808,7.638575756427434e-08,1384240000
16,1,0.5,20260112,29.57524533333333,435116558.00712657,6.797085697862349e-08,1384496000
16,1,0.5,20260113,29.615578666666664,497273025.9042666,5.955597252196052e-08,1384672000
16,1,0.5,20260114,29.54957866666666,411978781.7519651,7.172597224790379e-08,1384384000
16,1,0.5,20260115,29.65224533333333,500841744.5572435,5.9204819996677085e-08,1384832000
16,1,0.5,20260116,29.633911999999995,510696029.61518633,5.8026517304881716e-08,1384752000
16,1,0.5,20260117,29.567911999999996,397762068.7990887,7.433567531783648e-08,1384464000
16,1,0.5,20260118,29.65224533333333,516142291.6703941,5.744974944287089e-08,1384832000
16,1,0.5,20260119,29.67424533333333,507690339.0915799,5.844949775177922e-08,1384928000
16,1,0.5,20260120,29.578911999999995,471962436.3809922,6.267217413913506e-08,1384512000
16,1,0.5,20260121,29.644911999999998,529009969.7354031,5.6038475068489924e-08,1384800000
16,1,0.5,20260122,29.59724533333333,465411312.75627613,6.359373853216292e-08,1384592000
16,1,0.5,20260123,29.55324533333333,400666616.5415463,7.376018892821551e-08,1384400000
16,1,0.5,20260124,29.59724533333333,467774059.2496601,6.327252387789359e-08,1384592000
16,1,0.5,20260125,29.677911999999996,489757304.6412692,6.059718092768023e-08,1384944000
16,1,0.5,20260126,29.666911999999996,552055622.7773468,5.373899073928127e-08,1384896000
16,1,0.5,20260127,29.633911999999995,446496708.98751503,6.636983297636942e-08,1384752000
16,1,0.5,20260128,29.622911999999996,414605142.3820009,7.144849152089534e-08,1384704000
16,1,0.5,20260129,29.58624533333333,450412343.31034666,6.56870216208697e-08,1384544000
16,1,0.5,20260130,29.593578666666662,447144774.754443,6.618343842420717e-08,1384576000
16,1,1.0,20260101,30.172911999999997,549367770.9649522,5.4922974361968757e-08,1384864000
16,1,1.0,20260102,30.193911999999997,507498895.64628017,5.949552256965844e-08,1384912000
16,1,1.0,20260103,30.032911999999996,449671040.4439793,6.678862835006504e-08,1384544000
16,1,1.0,20260104,30.039911999999998,437064908.2848787,6.873100866844244e-08,1384560000
16,1,1.0,20260105,30.200911999999995,482242044.3484006,6.262604506168078e-08,1384928000
16,1,1.0,20260106,29.913911999999996,387241845.9226178,7.724865562689645e-08,1384272000
16,1,1.0,20260107,30.088911999999997,464685894.96426266,6.475107664353365e-08,1384672000
16,1,1.0,20260108,30.165911999999995,457942651.8881643,6.587268487794605e-08,1384848000
16,1,1.0,20260109,30.158911999999997,494488353.8848481,6.099013609332268e-08,1384832000
16,1,1.0,20260110,30.172911999999997,494926902.2306805,6.09643805257058e-08,1384864000
16,1,1.0,20260111,29.899911999999997,386414687.8667808,7.73777833473768e-08,1384240000
16,1,1.0,20260112,30.011911999999995,435116558.00712657,6.89744194922328e-08,1384496000
16,1,1.0,20260113,30.088911999999997,497273025.9042666,6.050783057312386e-08,1384672000
16,1,1.0,20260114,29.962911999999996,411978781.7519651,7.272926016379016e-08,1384384000
16,1,1.0,20260115,30.158911999999997,500841744.5572435,6.021645026147176e-08,1384832000
16,1,1.0,20260116,30.123911999999997,510696029.61518633,5.8985992161910117e-08,1384752000
16,1,1.0,20260117,29.997911999999996,397762068.7990887,7.541672359702067e-08,1384464000
16,1,1.0,20260118,30.158911999999997,516142291.6703941,5.843139089105941e-08,1384832000
16,1,1.0,20260119,30.200911999999995,507690339.0915799,5.948687551163386e-08,1384928000
16,1,1.0,20260120,30.018911999999997,471962436.3809922,6.360445172328756e-08,1384512000
16,1,1.0,20260121,30.144911999999998,529009969.7354031,5.698363683973232e-08,1384800000
16,1,1.0,20260122,30.053911999999997,465411312.75627613,6.457494946139922e-08,1384592000
16,1,1.0,20260123,29.969911999999997,400666616.5415463,7.480012250257523e-08,1384400000
16,1,1.0,20260124,30.053911999999997,467774059.2496601,6.424877866936106e-08,1384592000
16,1,1.0,20260125,30.207911999999997,489757304.6412692,6.167934957524784e-08,1384944000
16,1,1.0,20260126,30.186911999999996,552055622.7773468,5.468092480995321e-08,1384896000
16,1,1.0,20260127,30.123911999999997,446496708.98751503,6.746726547729678e-08,1384752000
16,1,1.0,20260128,30.102911999999996,414605142.3820009,7.260621956363569e-08,1384704000
16,1,1.0,20260129,30.032911999999996,450412343.31034666,6.667870551519606e-08,1384544000
16,1,1.0,20260130,30.046911999999995,447144774.754443,6.719727859170613e-08,1384576000
16,1,2.0,20260101,31.199578666666664,549367770.9649522,5.6791789245054e-08,1384864000
16,1,2.0,20260102,31.240578666666664,507498895.64628017,6.155792443032412e-08,1384912000
16,1,2.0,20260103,30.92624533333333,449671040.4439793,6.877526580942045e-08,1384544000
16,1,2.0,20260104,30.939911999999996,437064908.2848787,7.07901993811715e-08,1384560000
16,1,2.0,20260105,31.25424533333333,482242044.3484006,6.481028707391881e-08,1384928000
16,1,2.0,20260106,30.693911999999997,387241845.9226178,7.92629007510039e-08,1384272000
16,1,2.0,20260107,31.035578666666662,464685894.96426266,6.678829506768975e-08,1384672000
16,1,2.0,20260108,31.185912,457942651.8881643,6.810003801003453e-08,1384848000
16,1,2.0,20260109,31.17224533333333,494488353.8848481,6.30393923101219e-08,1384832000
16,1,2.0,20260110,31.199578666666664,494926902.2306805,6.30387609282246e-08,1384864000
16,1,2.0,20260111,30.666578666666663,386414687.8667808,7.93618349135817e-08,1384240000
16,1,2.0,20260112,30.88524533333333,435116558.00712657,7.098154451945145e-08,1384496000
16,1,2.0,20260113,31.035578666666662,497273025.9042666,6.241154667545054e-08,1384672000
16,1,2.0,20260114,30.789578666666664,411978781.7519651,7.47358359955629e-08,1384384000
16,1,2.0,20260115,31.17224533333333,500841744.5572435,6.223971079106109e-08,1384832000
16,1,2.0,20260116,31.103911999999998,510696029.61518633,6.09049418759669e-08,1384752000
16,1,2.0,20260117,30.857911999999995,397762068.7990887,7.757882015538906e-08,1384464000
16,1,2.0,20260118,31.17224533333333,516142291.6703941,6.039467378743645e-08,1384832000
16,1,2.0,20260119,31.25424533333333,507690339.0915799,6.156163103134315e-08,1384928000
16,1,2.0,20260120,30.898911999999996,471962436.3809922,6.546900689159257e-08,1384512000
16,1,2.0,20260121,31.144911999999998,529009969.7354031,5.8873960382217115e-08,1384800000
16,1,2.0,20260122,30.96724533333333,465411312.75627613,6.653737131987179e-08,1384592000
16,1,2.0,20260123,30.80324533333333,400666616.5415463,7.687998965129467e-08,1384400000
16,1,2.0,20260124,30.96724533333333,467774059.2496601,6.620128825229599e-08,1384592000
16,1,2.0,20260125,31.267911999999995,489757304.6412692,6.384368687038306e-08,1384944000
16,1,2.0,20260126,31.226911999999995,552055622.7773468,5.656479295129709e-08,1384896000
16,1,2.0,20260127,31.103911999999998,446496708.98751503,6.966213047915148e-08,1384752000
16,1,2.0,20260128,31.062911999999997,414605142.3820009,7.49216756491164e-08,1384704000
16,1,2.0,20260129,30.92624533333333,450412343.31034666,6.86620733038488e-08,1384544000
16,1,2.0,20260130,30.95357866666666,447144774.754443,6.922495892670408e-08,1384576000
16,10,0.5,20260101,291.51378666666665,549367770.9649522,5.306350355329894e-07,13826464000
16,10,0.5,20260102,291.52478666666667,507498895.64628017,5.74434327182961e-07,13826512000
16,10,0.5,20260103,291.4404533333333,449671040.4439793,6.48119240780064e-07,13826144000
16,10,0.5,20260104,291.44412,437064908.2848787,6.668211390927704e-07,13826160000
