run_id,protocol,N,seed_index,block_index,interval_s
8XS_N100_POWMT_seed005_MT,POWMT,100,5,12,390.6079253376038
8XS_N100_POWMT_seed005_MT,POWMT,100,5,13,488.62048817353207
8XS_N100_POWMT_seed006_MT,POWMT,100,6,1,1447.356159956973
8XS_N100_POWMT_seed006_MT,POWMT,100,6,2,1411.5996822112274
8XS_N100_POWMT_seed006_MT,POWMT,100,6,3,2063.216491985071
8XS_N100_POWMT_seed006_MT,POWMT,100,6,4,2658.461575133385
8XS_N100_POWMT_seed006_MT,POWMT,100,6,5,482.7855835886785
8XS_N100_POWMT_seed006_MT,POWMT,100,6,6,191.64319454567521
8XS_N100_POWMT_seed006_MT,POWMT,100,6,7,71.66072954040283
8XS_N100_POWMT_seed006_MT,POWMT,100,6,8,1270.215167149985
8XS_N100_POWMT_seed007_MT,POWMT,100,7,1,651.3647378849988
8XS_N100_POWMT_seed007_MT,POWMT,100,7,2,4.520182346495972
8XS_N100_POWMT_seed007_MT,POWMT,100,7,3,839.9326519502476
8XS_N100_POWMT_seed007_MT,POWMT,100,7,4,60.38215973825936
8XS_N100_POWMT_seed007_MT,POWMT,100,7,5,165.07920068770522
8XS_N100_POWMT_seed007_MT,POWMT,100,7,6,1278.1016381892648
8XS_N100_POWMT_seed007_MT,POWMT,100,7,7,1266.6148187435606
8XS_N100_POWMT_seed007_MT,POWMT,100,7,8,4276.652985638188
8XS_N100_POWMT_seed007_MT,POWMT,100,7,9,410.7735084998076
8XS_N100_POWMT_seed007_MT,POWMT,100,7,10,288.55852936753035
8XS_N100_POWMT_seed007_MT,POWMT,100,7,11,133.10226269235682
8XS_N100_POWMT_seed007_MT,POWMT,100,7,12,8.188835017390375
8XS_N100_POWMT_seed007_MT,POWMT,100,7,13,479.9378966754466
8XS_N100_POWMT_seed008_MT,POWMT,100,8,1,634.8400860800149
8XS_N100_POWMT_seed008_MT,POWMT,100,8,2,116.94447078306155
8XS_N100_POWMT_seed008_MT,POWMT,100,8,3,3748.1841799088397
8XS_N100_POWMT_seed008_MT,POWMT,100,8,4,837.9513845155143
8XS_N100_POWMT_seed008_MT,POWMT,100,8,5,1837.1801996793229
8XS_N100_POWMT_seed008_MT,POWMT,100,8,6,791.0469353553281
8XS_N100_POWMT_seed008_MT,POWMT,100,8,7,682.513297674237
8XS_N100_POWMT_seed008_MT,POWMT,100,8,8,792.5992350638426
8XS_N100_POWMT_seed008_MT,POWMT,100,8,9,514.2415352472308
8XS_N100_POWMT_seed009_MT,POWMT,100,9,1,2861.5283720716507
8XS_N100_POWMT_seed009_MT,POWMT,100,9,2,258.2445775141605
8XS_N100_POWMT_seed009_MT,POWMT,100,9,3,1330.189615059152
8XS_N100_POWMT_seed009_MT,POWMT,100,9,4,3175.324480465667
8XS_N100_POWMT_seed009_MT,POWMT,100,9,5,1351.5231625894467
8XS_N100_POWMT_seed009_MT,POWMT,100,9,6,297.25359021976874
8XS_N100_POWMT_seed009_MT,POWMT,100,9,7,58.6366522428325
8XS_N100_POWMT_seed009_MT,POWMT,100,9,8,85.52429506472072
8XS_N100_POWMT_seed009_MT,POWMT,100,9,9,123.73499152517434
8XS_N100_POWMT_seed010_MT,POWMT,100,10,1,1546.5312847649952
8XS_N100_POWMT_seed010_MT,POWMT,100,10,2,738.2938545120946
8XS_N100_POWMT_seed010_MT,POWMT,100,10,3,1300.3654932919817
8XS_N100_POWMT_seed010_MT,POWMT,100,10,4,768.2339833191363
8XS_N100_POWMT_seed010_MT,POWMT,100,10,5,259.45446885138153
8XS_N100_POWMT_seed010_MT,POWMT,100,10,6,1419.6823752251257
8XS_N100_POWMT_seed010_MT,POWMT,100,10,7,12.599995024350392
8XS_N100_POWMT_seed010_MT,POWMT,100,10,8,158.7851324975527
8XS_N100_POWMT_seed010_MT,POWMT,100,10,9,266.4443092725278
8XS_N100_POWMT_seed010_MT,POWMT,100,10,10,427.3357938234103
8XS_N100_POWMT_seed010_MT,POWMT,100,10,11,1193.0566187320956
8XS_N100_POWMT_seed010_MT,POWMT,100,10,12,63.334983150170956
8XS_N100_POWMT_seed010_MT,POWMT,100,10,13,280.7422061631996
8XS_N100_POWMT_seed010_MT,POWMT,100,10,14,25.118874569512627
8XS_N100_POWMT_seed010_MT,POWMT,100,10,15,868.8552928268928
8XS_N100_POWMT_seed011_MT,POWMT,100,11,1,1828.9505264609904
8XS_N100_POWMT_seed011_MT,POWMT,100,11,2,669.3399567105114
8XS_N100_POWMT_seed011_MT,POWMT,100,11,3,50.85812953699042
8XS_N100_POWMT_seed011_MT,POWMT,100,11,4,2513.0140154410897
8XS_N100_POWMT_seed011_MT,POWMT,100,11,5,977.9418413503463
8XS_N100_POWMT_seed011_MT,POWMT,100,11,6,856.5448366340042
8XS_N100_POWMT_seed011_MT,POWMT,100,11,7,310.6285653834275
8XS_N100_POWMT_seed011_MT,POWMT,100,11,8,448.8661372621282
8XS_N100_POWMT_seed011_MT,POWMT,100,11,9,306.54088644166313
8XS_N100_POWMT_seed011_MT,POWMT,100,11,10,956.3742251492986
8XS_N100_POWMT_seed012_MT,POWMT,100,12,1,1515.505144577295
8XS_N100_POWMT_seed012_MT,POWMT,100,12,2,1693.58506102653
8XS_N100_POWMT_seed012_MT,POWMT,100,12,3,413.58288265079
8XS_N100_POWMT_seed012_MT,POWMT,100,12,4,1716.2396254374576
8XS_N100_POWMT_seed012_MT,POWMT,100,12,5,172.46935812281117
8XS_N100_POWMT_seed012_MT,POWMT,100,12,6,1812.9850161706809
8XS_N100_POWMT_seed012_MT,POWMT,100,12,7,701.0834469847341
8XS_N100_POWMT_seed012_MT,POWMT,100,12,8,24.81481666437503
8XS_N100_POWMT_seed012_MT,POWMT,100,12,9,277.60038157718645
8XS_N100_POWMT_seed012_MT,POWMT,100,12,10,421.59456192882317
8XS_N100_POWMT_seed012_MT,POWMT,100,12,11,775.69544747492
8XS_N100_POWMT_seed013_MT,POWMT,100,13,1,619.4307242097614
8XS_N100_POWMT_seed013_MT,POWMT,100,13,2,165.6691695233344
8XS_N100_POWMT_seed013_MT,POWMT,100,13,3,369.8307540250996
8XS_N100_POWMT_seed013_MT,POWMT,100,13,4,609.2901838013302
8XS_N100_POWMT_seed013_MT,POWMT,100,13,5,83.54781310487238
8XS_N100_POWMT_seed013_MT,POWMT,100,13,6,429.2596092201461
8XS_N100_POWMT_seed013_MT,POWMT,100,13,7,1388.229172879644
8XS_N100_POWMT_seed013_MT,POWMT,100,13,8,2908.0456008899805
8XS_N100_POWMT_seed013_MT,POWMT,100,13,9,1336.7159206177112
8XS_N100_POWMT_seed013_MT,POWMT,100,13,10,1007.4055144095273
8XS_N100_POWMT_seed013_MT,POWMT,100,13,11,789.3726966509093
8XS_N100_POWMT_seed014_MT,POWMT,100,14,1,665.0284301974251
8XS_N100_POWMT_seed014_MT,POWMT,100,14,2,1828.0066026118589
8XS_N100_POWMT_seed014_MT,POWMT,100,14,3,661.5143670008547
8XS_N100_POWMT_seed014_MT,POWMT,100,14,4,200.8224785765624
8XS_N100_POWMT_seed014_MT,POWMT,100,14,5,158.5951643131193
8XS_N100_POWMT_seed014_MT,POWMT,100,14,6,2340.3749032065575
8XS_N100_POWMT_seed014_MT,POWMT,100,14,7,430.72917723825776
8XS_N100_POWMT_seed014_MT,POWMT,100,14,8,68.06231280764678
8XS_N100_POWMT_seed014_MT,POWMT,100,14,9,2434.862583496528
8XS_N100_POWMT_seed014_MT,POWMT,100,14,10,85.18892529976256
8XS_N100_POWMT_seed014_MT,POWMT,100,14,11,566.1771554524548
8XS_N100_POWMT_seed015_MT,POWMT,100,15,1,686.8575793895665
8XS_N100_POWMT_seed015_MT,POWMT,100,15,2,2730.642912509598
8XS_N100_POWMT_seed015_MT,POWMT,100,15,3,303.98518024605573
8XS_N100_POWMT_seed015_MT,POWMT,100,15,4,55.83105264995902
8XS_N100_POWMT_seed015_MT,POWMT,100,15,5,14.025119102593635
8XS_N100_POWMT_seed015_MT,POWMT,100,15,6,331.01972032741423
8XS_N100_POWMT_seed015_MT,POWMT,100,15,7,477.22397885393275
8XS_N100_POWMT_seed015_MT,POWMT,100,15,8,1628.3891220587393
8XS_N100_POWMT_seed015_MT,POWMT,100,15,9,9.3688939751828
8XS_N100_POWMT_seed015_MT,POWMT,100,15,10,2237.1368347799616
8XS_N100_POWMT_seed015_MT,POWMT,100,15,11,130.57880360194758
8XS_N100_POWMT_seed015_MT,POWMT,100,15,12,832.1104725602072
8XS_N100_POWMT_seed016_MT,POWMT,100,16,1,342.3316781590379
8XS_N100_POWMT_seed016_MT,POWMT,100,16,2,238.34596834108652
8XS_N100_POWMT_seed016_MT,POWMT,100,16,3,23.4109047868302
8XS_N100_POWMT_seed016_MT,POWMT,100,16,4,325.12505860923386
8XS_N100_POWMT_seed016_MT,POWMT,100,16,5,894.3392183096189
8XS_N100_POWMT_seed016_MT,POWMT,100,16,6,1248.8078250486694
8XS_N100_POWMT_seed016_MT,POWMT,100,16,7,91.42584710943311
8XS_N100_POWMT_seed016_MT,POWMT,100,16,8,4.841348854561602
8XS_N100_POWMT_seed016_MT,POWMT,100,16,9,704.6211992113913
8XS_N100_POWMT_seed016_MT,POWMT,100,16,10,549.3592730727701
8XS_N100_POWMT_seed016_MT,POWMT,100,16,11,1849.3791504595729
8XS_N100_POWMT_seed016_MT,POWMT,100,16,12,140.8756775869424
8XS_N100_POWMT_seed016_MT,POWMT,100,16,13,437.297692645172
8XS_N100_POWMT_seed016_MT,POWMT,100,16,14,2232.7900450706074
8XS_N100_POWMT_seed016_MT,POWMT,100,16,15,87.9252179596242
8XS_N100_POWMT_seed017_MT,POWMT,100,17,1,221.07143093996652
8XS_N100_POWMT_seed017_MT,POWMT,100,17,2,258.9775252691719
8XS_N100_POWMT_seed017_MT,POWMT,100,17,3,541.1355500531226
8XS_N100_POWMT_seed017_MT,POWMT,100,17,4,573.4885589524329
8XS_N100_POWMT_seed017_MT,POWMT,100,17,5,33.6327536868705
8XS_N100_POWMT_seed017_MT,POWMT,100,17,6,134.63278022996178
8XS_N100_POWMT_seed017_MT,POWMT,100,17,7,1275.640307005121
8XS_N100_POWMT_seed017_MT,POWMT,100,17,8,1382.103815494766
8XS_N100_POWMT_seed017_MT,POWMT,100,17,9,141.2255747309846
8XS_N100_POWMT_seed017_MT,POWMT,100,17,10,888.2441077380308
8XS_N100_POWMT_seed017_MT,POWMT,100,17,11,739.0989666000733
8XS_N100_POWMT_seed017_MT,POWMT,100,17,12,1965.041760948272
8XS_N100_POWMT_seed017_MT,POWMT,100,17,13,28.883231157530645
8XS_N100_POWMT_seed017_MT,POWMT,100,17,14,1096.4327949838253
8XS_N100_POWMT_seed018_MT,POWMT,100,18,1,319.1590202019732
8XS_N100_POWMT_seed018_MT,POWMT,100,18,2,1234.972618338872
8XS_N100_POWMT_seed018_MT,POWMT,100,18,3,2739.8565120885696
8XS_N100_POWMT_seed018_MT,POWMT,100,18,4,131.02738925199355
8XS_N100_POWMT_seed018_MT,POWMT,100,18,5,2717.6129185525606
8XS_N100_POWMT_seed018_MT,POWMT,100,18,6,725.2118858371678
8XS_N100_POWMT_seed018_MT,POWMT,100,18,7,1525.0285380722344
8XS_N100_POWMT_seed018_MT,POWMT,100,18,8,26.83139190552538
8XS_N100_POWMT_seed019_MT,POWMT,100,19,1,634.9629324754619
8XS_N100_POWMT_seed019_MT,POWMT,100,19,2,886.5581904890169
8XS_N100_POWMT_seed019_MT,POWMT,100,19,3,1913.0483735052608
8XS_N100_POWMT_seed019_MT,POWMT,100,19,4,1204.071537314313
8XS_N100_POWMT_seed019_MT,POWMT,100,19,5,295.5674965283861
8XS_N100_POWMT_seed019_MT,POWMT,100,19,6,454.95540185508617
8XS_N100_POWMT_seed019_MT,POWMT,100,19,7,1045.2371892215842
8XS_N100_POWMT_seed019_MT,POWMT,100,19,8,1818.1497221156033
8XS_N100_POWMT_seed019_MT,POWMT,100,19,9,516.9514564438905
8XS_N100_POWMT_seed019_MT,POWMT,100,19,10,620.1791680595834
8XS_N100_POWMT_seed019_MT,POWMT,100,19,11,544.6906571207746
8XS_N100_POWMT_seed020_MT,POWMT,100,20,1,32.2325539815167
8XS_N100_POWMT_seed020_MT,POWMT,100,20,2,2127.616848291621
8XS_N100_POWMT_seed020_MT,POWMT,100,20,3,341.3044409142549
8XS_N100_POWMT_seed020_MT,POWMT,100,20,4,13.786142515608844
8XS_N100_POWMT_seed020_MT,POWMT,100,20,5,504.78062178868413
8XS_N100_POWMT_seed020_MT,POWMT,100,20,6,169.15102408924486
8XS_N100_POWMT_seed020_MT,POWMT,100,20,7,904.1718207116674
8XS_N100_POWMT_seed020_MT,POWMT,100,20,8,211.76097846278162
8XS_N100_POWMT_seed020_MT,POWMT,100,20,9,733.5673737719335
8XS_N100_POWMT_seed020_MT,POWMT,100,20,10,2059.0807808746704
8XS_N100_POWMT_seed020_MT,POWMT,100,20,11,245.012324295878
8XS_N100_POWMT_seed020_MT,POWMT,100,20,12,507.43321580373504
8XS_N100_POWMT_seed020_MT,POWMT,100,20,13,167.09460298928389
8XS_N100_POWMT_seed020_MT,POWMT,100,20,14,189.41617801761186
8XS_N100_POWMT_seed020_MT,POWMT,100,20,15,860.5397052324697
8XS_N100_POWMT_seed020_MT,POWMT,100,20,16,721.1553233945815
8XS_N100_POWMT_seed021_MT,POWMT,100,21,1,396.22795636668525
8XS_N100_POWMT_seed021_MT,POWMT,100,21,2,1923.2925278070443
8XS_N100_POWMT_seed021_MT,POWMT,100,21,3,733.7044188233467
8XS_N100_POWMT_seed021_MT,POWMT,100,21,4,719.3003821545776
8XS_N100_POWMT_seed021_MT,POWMT,100,21,5,695.350953374133
8XS_N100_POWMT_seed021_MT,POWMT,100,21,6,360.5547675728503
8XS_N100_POWMT_seed021_MT,POWMT,100,21,7,3389.5217877135947
8XS_N100_POWMT_seed021_MT,POWMT,100,21,8,658.3482041406751
8XS_N100_POWMT_seed021_MT,POWMT,100,21,9,190.50895646122262
8XS_N100_POWMT_seed022_MT,POWMT,100,22,1,820.6986206405292
8XS_N100_POWMT_seed022_MT,POWMT,100,22,2,822.8144632465506
8XS_N100_POWMT_seed022_MT,POWMT,100,22,3,1999.2463648048963
8XS_N100_POWMT_seed022_MT,POWMT,100,22,4,1737.2876081598351
8XS_N100_POWMT_seed022_MT,POWMT,100,22,5,964.3903086412483
8XS_N100_POWMT_seed022_MT,POWMT,100,22,6,111.88419278606489
8XS_N100_POWMT_seed022_MT,POWMT,100,22,7,808.0819309741491
8XS_N100_POWMT_seed022_MT,POWMT,100,22,8,205.09675498021988
8XS_N100_POWMT_seed022_MT,POWMT,100,22,9,534.4613638164092
8XS_N100_POWMT_seed022_MT,POWMT,100,22,10,93.9917641883876
8XS_N100_POWMT_seed022_MT,POWMT,100,22,11,37.77993265610439
8XS_N100_POWMT_seed022_MT,POWMT,100,22,12,1227.6186105993656
8XS_N100_POWMT_seed022_MT,POWMT,100,22,13,313.34980147702845
8XS_N100_POWMT_seed022_MT,POWMT,100,22,14,225.72332891856968
8XS_N100_POWMT_seed022_MT,POWMT,100,22,15,95.0453061831995
8XS_N100_POWMT_seed023_MT,POWMT,100,23,1,224.08719760256398
8XS_N100_POWMT_seed023_MT,POWMT,100,23,2,40.34258333922284
8XS_N100_POWMT_seed023_MT,POWMT,100,23,3,1845.2359434756536
8XS_N100_POWMT_seed023_MT,POWMT,100,23,4,1598.2197646982945
8XS_N100_POWMT_seed023_MT,POWMT,100,23,5,1557.2793335458414
8XS_N100_POWMT_seed023_MT,POWMT,100,23,6,714.8398669352218
8XS_N100_POWMT_seed023_MT,POWMT,100,23,7,1880.1256679230219
8XS_N100_POWMT_seed023_MT,POWMT,100,23,8,601.6898316844108
8XS_N100_POWMT_seed023_MT,POWMT,100,23,9,392.76805004800735
8XS_N100_POWMT_seed024_MT,POWMT,100,24,1,429.2097872602301
8XS_N100_POWMT_seed024_MT,POWMT,100,24,2,25.452437661572617
8XS_N100_POWMT_seed024_MT,POWMT,100,24,3,105.81094256220888
8XS_N100_POWMT_seed024_MT,POWMT,100,24,4,329.9483754610677
8XS_N100_POWMT_seed024_MT,POWMT,100,24,5,53.705741647476316
8XS_N100_POWMT_seed024_MT,POWMT,100,24,6,1132.0351892316176
8XS_N100_POWMT_seed024_MT,POWMT,100,24,7,301.9716449454563
8XS_N100_POWMT_seed024_MT,POWMT,100,24,8,1485.4608015454596
8XS_N100_POWMT_seed024_MT,POWMT,100,24,9,1286.0366571675618
8XS_N100_POWMT_seed024_MT,POWMT,100,24,10,26.87113496402708
8XS_N100_POWMT_seed024_MT,POWMT,100,24,11,746.0485654341201
8XS_N100_POWMT_seed024_MT,POWMT,100,24,12,70.42496676790415
8XS_N100_POWMT_seed024_MT,POWMT,100,24,13,63.35390783478033
8XS_N100_POWMT_seed024_MT,POWMT,100,24,14,511.5760046990754
8XS_N100_POWMT_seed024_MT,POWMT,100,24,15,77.95800163492822
8XS_N100_POWMT_seed024_MT,POWMT,100,24,16,423.9711483587389
8XS_N100_POWMT_seed024_MT,POWMT,100,24,17,479.5495537599727
8XS_N100_POWMT_seed024_MT,POWMT,100,24,18,285.62336984355534
8XS_N100_POWMT_seed025_MT,POWMT,100,25,1,129.93759031399128
8XS_N100_POWMT_seed025_MT,POWMT,100,25,2,4148.504100191747
8XS_N100_POWMT_seed025_MT,POWMT,100,25,3,676.4902075366263
8XS_N100_POWMT_seed025_MT,POWMT,100,25,4,279.14161049832
8XS_N100_POWMT_seed025_MT,POWMT,100,25,5,1228.0703311763173
8XS_N100_POWMT_seed025_MT,POWMT,100,25,6,1078.2972737975706
8XS_N100_POWMT_seed025_MT,POWMT,100,25,7,2431.285971959127
8XS_N100_POWMT_seed026_MT,POWMT,100,26,1,365.17101588539174
8XS_N100_POWMT_seed026_MT,POWMT,100,26,2,449.81228896559094
8XS_N100_POWMT_seed026_MT,POWMT,100,26,3,2157.010381338157
8XS_N100_POWMT_seed026_MT,POWMT,100,26,4,4309.433825830181
8XS_N100_POWMT_seed026_MT,POWMT,100,26,5,1293.5216189416215
8XS_N100_POWMT_seed026_MT,POWMT,100,26,6,72.0294151546459
8XS_N100_POWMT_seed026_MT,POWMT,100,26,7,354.3778866669345
8XS_N100_POWMT_seed027_MT,POWMT,100,27,1,189.78790585006408
8XS_N100_POWMT_seed027_MT,POWMT,100,27,2,934.3744241244563
8XS_N100_POWMT_seed027_MT,POWMT,100,27,3,272.0478657453116
8XS_N100_POWMT_seed027_MT,POWMT,100,27,4,951.3135350351395
8XS_N100_POWMT_seed027_MT,POWMT,100,27,5,123.0750677545766
8XS_N100_POWMT_seed027_MT,POWMT,100,27,6,207.5651640036981
8XS_N100_POWMT_seed027_MT,POWMT,100,27,7,874.5524694991755
8XS_N100_POWMT_seed027_MT,POWMT,100,27,8,45.39183460249751
8XS_N100_POWMT_seed027_MT,POWMT,100,27,9,3158.503335980485
8XS_N100_POWMT_seed027_MT,POWMT,100,27,10,1035.8274178545225
8XS_N100_POWMT_seed027_MT,POWMT,100,27,11,535.8499590006941
8XS_N100_POWMT_seed027_MT,POWMT,100,27,12,1249.4528583116498
8XS_N100_POWMT_seed028_MT,POWMT,100,28,1,1285.7887697666158
8XS_N100_POWMT_seed028_MT,POWMT,100,28,2,1922.7910870954308
8XS_N100_POWMT_seed028_MT,POWMT,100,28,3,1505.7914439978404
8XS_N100_POWMT_seed028_MT,POWMT,100,28,4,4.9205287718205
8XS_N100_POWMT_seed028_MT,POWMT,100,28,5,442.5822871308992
8XS_N100_POWMT_seed028_MT,POWMT,100,28,6,200.16210740441784
8XS_N100_POWMT_seed028_MT,POWMT,100,28,7,955.9663657771398
8XS_N100_POWMT_seed028_MT,POWMT,100,28,8,558.3832600864043
8XS_N100_POWMT_seed028_MT,POWMT,100,28,9,1542.7443060814312
8XS_N100_POWMT_seed028_MT,POWMT,100,28,10,1058.2352532332025
8XS_N100_POWMT_seed029_MT,POWMT,100,29,1,414.3219074828062
8XS_N100_POWMT_seed029_MT,POWMT,100,29,2,103.8571723094351
8XS_N100_POWMT_seed029_MT,POWMT,100,29,3,486.14469204990974
8XS_N100_POWMT_seed029_MT,POWMT,100,29,4,1209.7389389646014
8XS_N100_POWMT_seed029_MT,POWMT,100,29,5,747.5760755064571
8XS_N100_POWMT_seed029_MT,POWMT,100,29,6,405.49292376303174
8XS_N100_POWMT_seed029_MT,POWMT,100,29,7,369.0183956242631
8XS_N100_POWMT_seed029_MT,POWMT,100,29,8,1257.4388757543302
8XS_N100_POWMT_seed029_MT,POWMT,100,29,9,464.6557398000705
8XS_N100_POWMT_seed029_MT,POWMT,100,29,10,163.5174145935889
8XS_N100_POWMT_seed029_MT,POWMT,100,29,11,782.9468715842077
8XS_N100_POWMT_seed029_MT,POWMT,100,29,12,463.2338709429705
8XS_N100_POWMT_seed029_MT,POWMT,100,29,13,120.24202441887974
8XS_N100_POWMT_seed029_MT,POWMT,100,29,14,2981.9148333925586
8XS_N100_POWMT_seed030_MT,POWMT,100,30,1,32.532927050464195
8XS_N100_POWMT_seed030_MT,POWMT,100,30,2,179.09155931827624
8XS_N100_POWMT_seed030_MT,POWMT,100,30,3,173.02803652466136
8XS_N100_POWMT_seed030_MT,POWMT,100,30,4,261.71992002193286
8XS_N100_POWMT_seed030_MT,POWMT,100,30,5,1864.7398165333045
8XS_N100_POWMT_seed030_MT,POWMT,100,30,6,1144.8073312811139
8XS_N100_POWMT_seed030_MT,POWMT,100,30,7,158.58101127134842
8XS_N100_POWMT_seed030_MT,POWMT,100,30,8,1465.1846111448695
8XS_N100_POWMT_seed030_MT,POWMT,100,30,9,1322.952547545332
8XS_N100_POWMT_seed030_MT,POWMT,100,30,10,123.69210707257935
8XS_N100_POWMT_seed030_MT,POWMT,100,30,11,314.4566488118053
8XS_N100_POWMT_seed030_MT,POWMT,100,30,12,1627.6485082099161
8XS_N100_POWMT_seed030_MT,POWMT,100,30,13,415.97610315483325
8XS_N200_POWMT_seed001_MT,POWMT,200,1,1,1654.8536261057516
8XS_N200_POWMT_seed001_MT,POWMT,200,1,2,1343.1011447448636
8XS_N200_POWMT_seed001_MT,POWMT,200,1,3,582.1335784528742
8XS_N200_POWMT_seed001_MT,POWMT,200,1,4,386.53700871794854
8XS_N200_POWMT_seed001_MT,POWMT,200,1,5,2168.432498380357
8XS_N200_POWMT_seed001_MT,POWMT,200,1,6,91.59233418363965
8XS_N200_POWMT_seed001_MT,POWMT,200,1,7,151.31473663899033
8XS_N200_POWMT_seed001_MT,POWMT,200,1,8,517.307105771536
8XS_N200_POWMT_seed001_MT,POWMT,200,1,9,189.36295825985326
8XS_N200_POWMT_seed001_MT,POWMT,200,1,10,520.3402986549381
8XS_N200_POWMT_seed001_MT,POWMT,200,1,11,447.6778566670955
8XS_N200_POWMT_seed001_MT,POWMT,200,1,12,845.6549092861842
8XS_N200_POWMT_seed001_MT,POWMT,200,1,13,159.76952236460602
8XS_N200_POWMT_seed002_MT,POWMT,200,2,1,1280.5712648292943
8XS_N200_POWMT_seed002_MT,POWMT,200,2,2,45.27116687697912
8XS_N200_POWMT_seed002_MT,POWMT,200,2,3,370.73500112094484
8XS_N200_POWMT_seed002_MT,POWMT,200,2,4,356.857360241871
8XS_N200_POWMT_seed002_MT,POWMT,200,2,5,210.34353491229467
8XS_N200_POWMT_seed002_MT,POWMT,200,2,6,92.09200399148858
8XS_N200_POWMT_seed002_MT,POWMT,200,2,7,319.7472141734561
8XS_N200_POWMT_seed002_MT,POWMT,200,2,8,84.41341831779164
8XS_N200_POWMT_seed002_MT,POWMT,200,2,9,2086.4501982569227
8XS_N200_POWMT_seed002_MT,POWMT,200,2,10,741.1110557372695
8XS_N200_POWMT_seed002_MT,POWMT,200,2,11,952.294539094537
8XS_N200_POWMT_seed002_MT,POWMT,200,2,12,18.422392505753123
8XS_N200_POWMT_seed002_MT,POWMT,200,2,13,1260.4771732061963
8XS_N200_POWMT_seed003_MT,POWMT,200,3,1,11.807696264448047
